order_number,toothbrush_type,order_date,customer_age,order_quantity,delivery_postcode,billing_postcode,is_first,dispatch_status,dispatch_date,delivery_status,delivery_date
BRU00009313,Toothbrush 2000,2022-12-18 21:13:05.889579200,88,4,BH233LT,EH107HS,True,Dispatched,2022-12-19 03:54:58.546328000,Unsuccessful,2022-12-19 23:43:12.536561600
BRU00008613,Toothbrush 4000,2022-12-19 09:24:48.349502800,19,1,CB250RF,CH40AP,True,Order Received,,,
BRU00009186,Toothbrush 2000,2022-12-18 18:12:36.969612000,67,7,G643PF,IG110FH,True,Order Received,,,
BRU00009158,Toothbrush 4000,2022-12-19 08:40:36.238744800,30,8,BR28QR,BL64FU,True,Dispatched,2022-12-19 15:51:22.570486800,In Transit,2022-12-19 16:50:07.258256400
BRU00009314,Toothbrush 4000,2022-12-18 14:03:13.653618400,27,3,CM34ST,GL168SF,True,Order Received,,,
BRU00008652,Toothbrush 2000,2022-12-19 06:09:47.320554800,78,4,E182HU,GL541NA,True,Order Confirmed,2022-12-19 07:23:46.133216000,,
BRU00008798,Toothbrush 4000,2022-12-19 20:00:21.837641600,43,3,CA27EB,BR12AH,True,Order Received,,,
BRU00009152,Toothbrush 4000,2022-12-19 11:25:36.075312800,38,4,B185DQ,CW72LB,True,Order Confirmed,2022-12-19 12:24:02.198314400,,
BRU00008709,Toothbrush 4000,2022-12-18 20:21:10.641015600,13,7,DA12QY,GL523HB,True,Dispatched,2022-12-19 02:56:40.743667199,Unsuccessful,2022-12-20 06:26:54.327997199
BRU00008959,Toothbrush 2000,2022-12-19 15:12:43.304500000,91,7,EX165QE,CH74NB,True,Order Received,,,
BRU00008706,Toothbrush 2000,2022-12-18 11:14:32.466074400,66,2,CF141JY,CF625UA,True,Dispatched,2022-12-18 17:59:36.697240800,In Transit,2022-12-18 19:11:49.865598000
BRU00009259,Toothbrush 4000,2022-12-18 16:15:41.315605600,20,3,BD129HL,CT161EB,True,Dispatched,2022-12-18 22:46:54.883941999,In Transit,2022-12-18 23:45:52.919377599
BRU00009320,Toothbrush 4000,2022-12-19 02:19:55.092523600,23,2,HP92WS,FY39SB,True,Dispatched,2022-12-19 09:17:29.295025600,In Transit,2022-12-19 09:42:18.864984400
BRU00009096,Toothbrush 2000,2022-12-19 09:55:12.719638800,81,1,GL523AL,DY27PL,True,Dispatched,2022-12-19 16:42:47.783850000,In Transit,2022-12-19 17:39:09.150072000
BRU00009155,Toothbrush 2000,2022-12-18 21:59:49.000253200,80,5,CF645RR,FY13HR,True,Order Received,,,
BRU00008886,Toothbrush 2000,2022-12-18 10:59:17.034751600,67,4,CW95JR,CW123BL,True,Order Received,,,
BRU00009076,Toothbrush 4000,2022-12-19 01:58:57.653792400,33,2,AB547PQ,GY11TU,True,Order Confirmed,2022-12-19 03:05:37.182850800,,
BRU00009087,Toothbrush 4000,2022-12-19 03:45:11.298729600,24,2,EC3V9AA,CM195SB,True,Order Confirmed,2022-12-19 04:33:17.536183200,,
BRU00009110,Toothbrush 2000,2022-12-19 03:11:26.534617999,91,8,CF481AT,BS376EW,True,Dispatched,2022-12-19 09:57:34.778827999,In Transit,2022-12-19 10:51:17.302782799
BRU00009218,Toothbrush 4000,2022-12-18 19:31:15.028222000,21,7,CO160BG,DY85XN,True,Order Received,,,
BRU00009050,Toothbrush 4000,2022-12-19 04:32:33.977870000,12,5,IG103AL,G689BH,True,Dispatched,2022-12-19 12:07:13.065051200,In Transit,2022-12-19 13:27:56.049539600
BRU00008660,Toothbrush 2000,2022-12-19 12:43:58.931912800,61,6,G235BT,CV120EA,True,Order Confirmed,2022-12-19 14:14:23.622444400,,
BRU00009035,Toothbrush 2000,2022-12-19 03:43:10.990973600,59,1,DN106HR,GU227BA,True,Order Confirmed,2022-12-19 04:40:48.954852800,,
BRU00009061,Toothbrush 4000,2022-12-18 18:00:55.291673600,46,9,G227UP,CR07NY,True,Dispatched,2022-12-19 01:10:45.817605200,Unsuccessful,2022-12-20 02:14:57.252326000
BRU00008938,Toothbrush 2000,2022-12-19 06:08:10.741087200,76,3,CF145PA,GL14BY,True,Order Confirmed,2022-12-19 07:27:34.067497200,,
BRU00009047,Toothbrush 4000,2022-12-18 12:58:57.096714000,15,3,B120AU,EH165NS,True,Dispatched,2022-12-18 20:06:28.915826400,In Transit,2022-12-18 21:20:31.565389200
BRU00009038,Toothbrush 2000,2022-12-19 09:28:13.918996400,58,5,GY79PX,HU151EX,True,Order Received,,,
BRU00009276,Toothbrush 4000,2022-12-18 21:10:11.807226000,22,3,BA146JU,GL20QN,True,Dispatched,2022-12-19 04:39:16.009108800,Unsuccessful,2022-12-20 09:38:25.934671200
BRU00009322,Toothbrush 4000,2022-12-19 02:57:42.478318400,37,8,IP288NF,BH241UP,True,Dispatched,2022-12-19 10:17:35.298948800,In Transit,2022-12-19 11:27:22.553985200
BRU00008646,Toothbrush 4000,2022-12-19 19:03:54.625272800,12,3,IP141TE,EH482EF,True,Order Confirmed,2022-12-19 20:12:05.576338400,,
BRU00009328,Toothbrush 2000,2022-12-19 09:19:08.734306000,78,9,BR39HA,CO154SA,True,Order Confirmed,2022-12-19 10:32:39.010030000,,
BRU00008686,Toothbrush 2000,2022-12-18 15:13:46.443927600,76,8,BS234HY,BS394JD,True,Dispatched,2022-12-18 23:19:23.644278000,In Transit,2022-12-19 00:03:59.064676800
BRU00008866,Toothbrush 4000,2022-12-19 20:00:07.487569200,39,9,DL14UE,HA85EY,True,Dispatched,2022-12-20 03:33:34.654674000,Unsuccessful,2022-12-21 12:01:11.027778000
BRU00008726,Toothbrush 4000,2022-12-19 01:42:39.788351200,21,6,CF425SN,BH244AS,True,Order Confirmed,2022-12-19 02:46:45.108547600,,
BRU00008992,Toothbrush 2000,2022-12-19 06:08:52.825364400,68,7,BA32RQ,DH96FE,True,Order Confirmed,2022-12-19 07:11:03.944981999,,
BRU00008975,Toothbrush 4000,2022-12-18 21:25:42.870358000,30,3,BH204RZ,G537PX,True,Order Received,,,
BRU00008991,Toothbrush 2000,2022-12-19 01:56:51.354850000,87,2,BR33JR,CO169QH,True,Order Confirmed,2022-12-19 03:21:42.871235200,,
BRU00008912,Toothbrush 2000,2022-12-19 12:22:25.594921599,101,9,GL40UG,BB44NY,True,Dispatched,2022-12-19 19:41:30.209082399,In Transit,2022-12-19 20:33:32.559627999
BRU00009291,Toothbrush 2000,2022-12-19 08:59:16.560090800,78,6,DD96BL,EX388PX,True,Dispatched,2022-12-19 15:57:39.830610800,In Transit,2022-12-19 16:48:11.424281600
BRU00008638,Toothbrush 2000,2022-12-19 08:31:02.835403600,94,7,CW114HN,IG26QH,True,Order Received,,,
BRU00008669,Toothbrush 2000,2022-12-18 22:48:36.429236400,96,4,IP29AG,DE142AP,True,Order Received,,,
BRU00009016,Toothbrush 2000,2022-12-18 17:02:16.938809600,82,3,BL47TX,EN36XJ,True,Order Received,,,
BRU00008609,Toothbrush 2000,2022-12-18 18:48:08.191947600,91,7,CF834BA,BB46RB,True,Order Confirmed,2022-12-18 19:07:29.875706400,,
BRU00008987,Toothbrush 2000,2022-12-19 01:16:59.956107200,83,6,DT73HA,G58DW,True,Dispatched,2022-12-19 08:27:15.052053200,In Transit,2022-12-19 09:30:43.266354800
BRU00009187,Toothbrush 2000,2022-12-19 00:01:29.209889200,57,8,CF409BL,CM11NX,True,Order Received,,,
BRU00008976,Toothbrush 4000,2022-12-19 06:42:28.486551600,18,6,EH546GH,FK159FG,True,Order Confirmed,2022-12-19 07:57:21.246202800,,
BRU00009000,Toothbrush 2000,2022-12-18 16:55:20.626756400,75,2,DN60DY,BA133UA,True,Order Confirmed,2022-12-18 18:08:10.405248800,,
BRU00009290,Toothbrush 2000,2022-12-18 11:26:09.436965600,64,7,FY83RN,BL32AW,True,Order Received,,,
BRU00008704,Toothbrush 4000,2022-12-19 13:46:12.981820800,25,6,DA158ER,CV108PJ,True,Order Confirmed,2022-12-19 14:53:05.427175200,,
BRU00008727,Toothbrush 2000,2022-12-18 22:23:19.846058800,68,1,IP288RY,G38BX,True,Order Confirmed,2022-12-18 23:41:18.966323200,,
BRU00009302,Toothbrush 4000,2022-12-19 18:24:17.106114400,27,5,CH49DP,CV312DN,True,Order Received,,,
BRU00008931,Toothbrush 4000,2022-12-18 15:30:36.640591600,39,7,DL30LW,EX135RP,True,Order Received,,,
BRU00009335,Toothbrush 4000,2022-12-18 14:16:16.445099600,19,3,IM94LZ,EX166TU,True,Order Confirmed,2022-12-18 15:14:50.771558000,,
BRU00008636,Toothbrush 2000,2022-12-18 18:42:54.845284000,79,7,BR40LJ,CF242BA,True,Dispatched,2022-12-19 01:36:33.548713600,Unsuccessful,2022-12-20 03:35:53.630185600
BRU00009168,Toothbrush 4000,2022-12-19 15:56:14.964992400,18,5,FK20YD,DE61HF,True,Order Confirmed,2022-12-19 16:59:51.779038800,,
BRU00009145,Toothbrush 2000,2022-12-19 04:53:06.984850800,69,6,EX204EN,CH439HR,True,Order Received,,,
BRU00008599,Toothbrush 4000,2022-12-19 04:46:43.215774800,30,7,HG33SA,GL24PD,True,Dispatched,2022-12-19 11:46:40.009686800,In Transit,2022-12-19 12:36:44.586167600
BRU00008795,Toothbrush 2000,2022-12-18 20:14:35.754222400,66,5,CM72SS,HA87PT,True,Order Received,,,
BRU00009201,Toothbrush 2000,2022-12-18 20:48:00.897510800,77,6,FK125NT,B634HD,True,Order Confirmed,2022-12-18 22:05:35.645922799,,
BRU00009011,Toothbrush 4000,2022-12-18 16:57:54.501920400,27,2,GL522JX,FY82DJ,True,Order Received,,,
BRU00008932,Toothbrush 4000,2022-12-18 14:41:06.445963200,27,9,IP144UH,HU128NX,True,Dispatched,2022-12-18 20:54:47.064397200,In Transit,2022-12-18 22:11:54.891919199
BRU00008690,Toothbrush 2000,2022-12-19 00:32:25.198660800,81,7,AL54HL,CW57JL,True,Order Confirmed,2022-12-19 01:33:24.716366400,,
BRU00009304,Toothbrush 4000,2022-12-18 17:44:41.832669200,7,6,HU170GQ,GU112LU,True,Dispatched,2022-12-19 01:08:50.824929200,Unsuccessful,2022-12-20 02:16:16.703519600
BRU00008934,Toothbrush 4000,2022-12-19 14:32:35.470081199,21,5,DA40ES,BH243SD,True,Order Received,,,
BRU00008735,Toothbrush 4000,2022-12-18 17:23:43.358292400,9,6,DN68JF,B210QD,True,Dispatched,2022-12-19 00:54:03.797749599,Unsuccessful,2022-12-20 05:48:58.700571999
BRU00008965,Toothbrush 2000,2022-12-18 18:17:26.288170000,78,4,DA146JW,DY115PU,True,Dispatched,2022-12-19 01:31:40.523681200,Unsuccessful,2022-12-20 06:25:53.700750400
BRU00008746,Toothbrush 4000,2022-12-19 15:29:11.563022800,40,3,BD220FN,EN80AH,True,Order Confirmed,2022-12-19 16:39:41.012204800,,
BRU00009247,Toothbrush 2000,2022-12-18 14:50:06.543068000,50,5,CW25TR,GL77JG,True,Order Received,,,
BRU00008631,Toothbrush 2000,2022-12-18 12:06:26.357228000,62,5,BH149JL,DE63GN,True,Order Confirmed,2022-12-18 13:15:01.315177999,,
BRU00009167,Toothbrush 2000,2022-12-18 21:58:57.637808000,82,4,EX329DN,B495DA,True,Dispatched,2022-12-19 04:59:58.639887200,Unsuccessful,2022-12-20 09:27:37.831895600
BRU00009003,Toothbrush 4000,2022-12-18 22:37:57.078525600,35,4,B389NG,DA68DT,True,Dispatched,2022-12-19 06:10:36.115844400,In Transit,2022-12-19 07:13:09.753098400
BRU00009236,Toothbrush 4000,2022-12-19 18:38:08.754692800,34,6,BS217LR,BS79YS,True,Order Received,,,
BRU00008947,Toothbrush 4000,2022-12-19 01:29:06.554514000,37,6,FY37TP,GL28DR,True,Order Confirmed,2022-12-19 02:30:56.779123200,,
BRU00008777,Toothbrush 2000,2022-12-19 03:26:53.436887600,70,2,DE248LL,CV81DQ,True,Dispatched,2022-12-19 10:49:14.113996400,In Transit,2022-12-19 11:34:39.738231200
BRU00008658,Toothbrush 4000,2022-12-19 10:30:29.210420800,23,5,DE221BR,BD236PY,True,Order Received,,,
BRU00009092,Toothbrush 4000,2022-12-19 15:02:09.035680000,17,2,GY11SD,DE142BH,True,Order Confirmed,2022-12-19 15:43:52.018498000,,
BRU00008954,Toothbrush 2000,2022-12-19 06:58:29.820844400,73,4,IP209HW,CH627HZ,True,Order Confirmed,2022-12-19 07:59:47.156364800,,
BRU00009300,Toothbrush 4000,2022-12-19 13:58:21.574159200,26,2,GU153EB,CM145LD,True,Order Received,,,
BRU00008657,Toothbrush 2000,2022-12-19 07:55:38.504680000,74,1,CT46XP,DY83JT,True,Order Received,,,
BRU00008978,Toothbrush 2000,2022-12-18 20:41:43.179098000,75,4,BA45UY,CR51BR,True,Order Confirmed,2022-12-18 21:40:57.735758000,,
BRU00008717,Toothbrush 2000,2022-12-19 18:27:21.509937600,86,2,G775GA,HU55RG,True,Dispatched,2022-12-20 01:08:03.032335200,Unsuccessful,2022-12-20 23:22:24.417802800
BRU00008617,Toothbrush 2000,2022-12-19 10:04:55.365365600,81,6,DN311XH,DH32HL,True,Order Received,,,
BRU00008577,Toothbrush 4000,2022-12-18 22:43:25.755856400,27,1,GU466FF,BN161FB,True,Order Received,,,
BRU00009294,Toothbrush 2000,2022-12-19 09:04:50.992377600,77,9,EC1N8AG,CM16BG,True,Dispatched,2022-12-19 15:34:53.176656000,In Transit,2022-12-19 16:46:53.043682800
BRU00009227,Toothbrush 2000,2022-12-19 00:42:10.991380400,103,8,G758PN,CF819GJ,True,Order Received,,,
BRU00009206,Toothbrush 4000,2022-12-19 08:59:09.608230400,13,6,HP52JT,BA147SJ,True,Dispatched,2022-12-19 15:56:42.016362800,In Transit,2022-12-19 17:14:11.228828000
BRU00009054,Toothbrush 4000,2022-12-19 04:34:46.386624800,9,3,CO45FZ,EH221LP,True,Order Received,,,
BRU00008712,Toothbrush 2000,2022-12-19 03:45:27.791211600,79,6,BD227PW,CT99SR,True,Order Received,,,
BRU00008641,Toothbrush 4000,2022-12-19 07:43:05.272162000,21,2,IM96DF,BL64EH,True,Order Received,,,
BRU00009012,Toothbrush 4000,2022-12-19 05:52:25.371692000,17,3,EX356PS,B912NX,True,Order Received,,,
BRU00009233,Toothbrush 4000,2022-12-19 13:10:16.790649600,12,3,CF329QD,GU14XE,True,Order Received,,,
BRU00008605,Toothbrush 4000,2022-12-19 06:15:05.897840800,22,3,IP172EH,B288ND,True,Dispatched,2022-12-19 13:08:28.561819600,In Transit,2022-12-19 14:05:05.503052800
BRU00008873,Toothbrush 2000,2022-12-18 22:47:47.035512000,61,3,BS217XH,DY140LA,True,Order Confirmed,2022-12-19 00:13:58.400066400,,
BRU00008670,Toothbrush 2000,2022-12-19 10:34:21.283280400,78,6,HG29LB,HP169HU,True,Order Confirmed,2022-12-19 11:56:48.956694000,,
BRU00008708,Toothbrush 4000,2022-12-18 14:27:44.701430400,40,5,CH460QY,CM82YG,True,Order Confirmed,2022-12-18 15:30:50.436709200,,
BRU00009004,Toothbrush 4000,2022-12-19 17:49:00.222431999,30,8,CW98RB,CV378PP,True,Order Confirmed,2022-12-19 18:59:08.750786399,,
BRU00008733,Toothbrush 4000,2022-12-19 02:51:40.097765600,39,8,DT93JT,HP92AB,True,Order Confirmed,2022-12-19 03:49:09.340907600,,
BRU00008832,Toothbrush 4000,2022-12-19 05:56:38.268085600,29,4,GU170AF,B128AW,True,Order Confirmed,2022-12-19 07:12:57.665171200,,
BRU00009015,Toothbrush 2000,2022-12-18 15:13:59.013680800,69,1,BS42TL,CV227UA,True,Order Received,,,
BRU00009052,Toothbrush 2000,2022-12-19 04:58:09.993210000,44,9,DE656YA,BB101DU,True,Dispatched,2022-12-19 12:04:56.128948800,In Transit,2022-12-19 12:46:08.359335600
BRU00009113,Toothbrush 4000,2022-12-19 05:25:41.255976000,22,2,DA79JB,GL22DX,True,Order Confirmed,2022-12-19 06:03:28.501552800,,
BRU00009108,Toothbrush 4000,2022-12-19 05:20:36.632882800,24,8,DA13EE,DE44HE,True,Order Received,,,
BRU00009006,Toothbrush 2000,2022-12-18 15:34:31.877987600,51,3,FY29BT,GL43TP,True,Order Confirmed,2022-12-18 16:44:27.382017200,,
BRU00009144,Toothbrush 2000,2022-12-19 02:54:20.496746000,82,9,BS148QF,CF838SR,True,Dispatched,2022-12-19 09:41:46.852996400,In Transit,2022-12-19 10:45:28.516552400
BRU00008765,Toothbrush 4000,2022-12-19 05:55:49.079500000,34,9,BH64AE,EH75UD,True,Order Confirmed,2022-12-19 06:47:28.296380800,,
BRU00009162,Toothbrush 2000,2022-12-19 00:04:00.088990800,62,5,CT126EF,G36PA,True,Dispatched,2022-12-19 07:06:06.034998000,In Transit,2022-12-19 07:51:33.087417600
BRU00009208,Toothbrush 2000,2022-12-19 06:17:33.518381200,78,4,CF355DE,AB251GA,True,Order Received,,,
BRU00009157,Toothbrush 4000,2022-12-18 16:30:48.436224800,25,4,AL40QG,HG35JT,True,Dispatched,2022-12-18 23:49:40.896087200,In Transit,2022-12-19 00:44:35.889982400
BRU00009195,Toothbrush 2000,2022-12-18 15:31:58.660575200,59,2,BH317PJ,B677QA,True,Order Confirmed,2022-12-18 16:50:38.801298800,,
BRU00008612,Toothbrush 4000,2022-12-18 23:06:51.047182400,36,1,CV339HS,BS84RA,True,Dispatched,2022-12-19 06:12:04.451561600,In Transit,2022-12-19 06:57:34.380150800
BRU00008757,Toothbrush 2000,2022-12-18 19:58:22.980702000,89,7,BA112LX,GU341AS,True,Order Received,,,
BRU00008650,Toothbrush 4000,2022-12-18 18:17:03.075188800,25,2,BN246AB,BB25AZ,True,Order Received,,,
BRU00008967,Toothbrush 4000,2022-12-18 14:24:30.835897200,32,2,EX395RN,CT79RX,True,Order Confirmed,2022-12-18 15:17:04.524770400,,
BRU00009042,Toothbrush 4000,2022-12-19 02:52:05.121951200,22,8,BS345AA,G727RY,True,Dispatched,2022-12-19 09:17:18.875633600,In Transit,2022-12-19 10:05:06.899603600
BRU00008745,Toothbrush 4000,2022-12-19 02:22:07.281232400,23,2,DL167PQ,BD135JP,True,Order Confirmed,2022-12-19 03:20:09.672256400,,
BRU00009224,Toothbrush 4000,2022-12-19 09:21:31.163945200,28,4,AL74EL,BN176NB,True,Order Confirmed,2022-12-19 10:41:06.623183200,,
BRU00009280,Toothbrush 4000,2022-12-18 19:56:03.707646000,35,2,CA103LD,DE110FD,True,Order Received,,,
BRU00008719,Toothbrush 4000,2022-12-19 04:29:13.055859600,34,1,EX202HP,B95SJ,True,Order Confirmed,2022-12-19 05:18:46.876633200,,
BRU00009165,Toothbrush 2000,2022-12-18 19:07:48.469044800,93,5,EH478DL,CV219TF,True,Order Received,,,
BRU00008878,Toothbrush 4000,2022-12-19 02:07:13.726027600,27,7,DT64LA,IM92RS,True,Dispatched,2022-12-19 09:51:39.571409200,In Transit,2022-12-19 11:00:10.216919200
BRU00009032,Toothbrush 2000,2022-12-19 04:09:02.390200800,90,5,AB416AW,DH33QS,True,Dispatched,2022-12-19 11:08:02.862235200,In Transit,2022-12-19 11:51:23.188794000
BRU00009170,Toothbrush 2000,2022-12-18 16:54:27.121440000,61,4,CF241DQ,BH188HG,True,Dispatched,2022-12-18 23:57:25.243021200,In Transit,2022-12-19 01:11:19.751202000
BRU00009250,Toothbrush 2000,2022-12-18 17:58:05.297982399,86,7,CV239FT,EX66AA,True,Dispatched,2022-12-18 23:58:14.491975599,In Transit,2022-12-19 01:05:47.128147599
BRU00009105,Toothbrush 4000,2022-12-19 16:38:09.714157200,25,9,CO102SS,GU271BS,True,Dispatched,2022-12-19 23:20:58.711658400,In Transit,2022-12-19 23:55:21.491134800
BRU00009179,Toothbrush 4000,2022-12-19 03:06:35.059675200,21,8,GU170BD,BD40JB,True,Order Confirmed,2022-12-19 03:46:42.163495200,,
BRU00009310,Toothbrush 4000,2022-12-19 13:44:14.787800400,28,6,EX387DD,CM992FX,True,Order Confirmed,2022-12-19 14:57:53.295097200,,
BRU00008827,Toothbrush 2000,2022-12-18 18:09:29.873174400,88,9,BL99SS,CV344JZ,True,Dispatched,2022-12-19 00:52:59.435446800,Unsuccessful,2022-12-20 08:00:44.887021199
BRU00008615,Toothbrush 4000,2022-12-19 07:48:16.124777600,26,8,BL32AH,DE238GA,True,Order Received,,,
BRU00009254,Toothbrush 4000,2022-12-18 18:41:55.940589600,18,2,AL11JL,CH639NH,True,Dispatched,2022-12-19 01:32:27.055586400,Unsuccessful,2022-12-20 11:05:56.871430800
BRU00009191,Toothbrush 2000,2022-12-18 13:12:00.595937200,77,7,BD184JU,DY40XE,True,Order Received,,,
BRU00009100,Toothbrush 4000,2022-12-19 09:42:37.286013200,24,7,B504BE,BD58LJ,True,Order Received,,,
BRU00008666,Toothbrush 4000,2022-12-19 06:43:50.399397600,23,7,CA70EA,HU89HR,True,Order Received,,,
BRU00008760,Toothbrush 4000,2022-12-19 18:14:55.975363200,19,3,BB52PT,EH166AD,True,Order Received,,,
BRU00009176,Toothbrush 2000,2022-12-18 13:07:25.294792000,77,2,BB12EJ,HP92XR,True,Order Confirmed,2022-12-18 14:18:02.703721600,,
BRU00008606,Toothbrush 4000,2022-12-19 06:55:45.419492800,34,2,E26JN,BN149DN,True,Order Received,,,
BRU00009026,Toothbrush 2000,2022-12-18 18:48:34.104983600,70,7,AB326SG,GL208DG,True,Order Confirmed,2022-12-18 19:53:45.635562800,,
BRU00009010,Toothbrush 2000,2022-12-19 07:23:07.756264800,85,7,BB74DU,BB24FQ,True,Order Received,,,
BRU00009060,Toothbrush 4000,2022-12-18 19:55:26.951286400,37,7,G328AR,IP145FP,True,Dispatched,2022-12-19 02:48:13.378244800,Unsuccessful,2022-12-19 22:10:52.676843200
BRU00008923,Toothbrush 4000,2022-12-18 20:38:34.309243600,21,4,AL48PB,GU254EE,True,Order Confirmed,2022-12-18 21:34:30.842744800,,
BRU00008966,Toothbrush 2000,2022-12-18 20:28:49.340073600,60,2,DN69AB,CF243RZ,True,Dispatched,2022-12-19 03:30:09.485113200,Unsuccessful,2022-12-20 08:00:53.183778000
BRU00008891,Toothbrush 4000,2022-12-19 09:02:34.591312800,27,8,G729YE,BS44SY,True,Dispatched,2022-12-19 16:52:17.990469600,In Transit,2022-12-19 17:42:26.716976400
BRU00008786,Toothbrush 4000,2022-12-19 08:04:28.040692000,31,8,B629DU,DN48NJ,True,Dispatched,2022-12-19 15:13:06.006787600,In Transit,2022-12-19 16:16:57.262212400
BRU00008776,Toothbrush 2000,2022-12-19 06:04:21.890319600,80,7,EX79BT,G744PP,True,Order Received,,,
BRU00009284,Toothbrush 2000,2022-12-19 10:23:33.785180400,85,6,B475DX,IP257TD,True,Dispatched,2022-12-19 17:18:22.313882400,In Transit,2022-12-19 18:15:19.148409600
BRU00008899,Toothbrush 2000,2022-12-19 03:23:06.926457199,82,7,IP138AD,CT66SQ,True,Dispatched,2022-12-19 09:31:45.863595199,In Transit,2022-12-19 10:27:05.793153199
BRU00008834,Toothbrush 4000,2022-12-19 22:10:03.212428800,20,1,HX30NB,B774JF,True,Dispatched,2022-12-20 04:43:35.460508799,Unsuccessful,2022-12-21 05:24:32.180000399
BRU00009072,Toothbrush 4000,2022-12-19 10:01:08.649938400,38,7,BN212SH,IM47PH,True,Order Confirmed,2022-12-19 11:03:48.382644000,,
BRU00009164,Toothbrush 2000,2022-12-18 11:21:00.820635200,60,9,CB227TW,GU13XZ,True,Order Received,,,
BRU00009205,Toothbrush 2000,2022-12-19 08:30:58.254871200,52,4,CM210BB,DN74AQ,True,Order Received,,,
BRU00009083,Toothbrush 4000,2022-12-19 22:55:09.879531200,18,1,DY68EL,BL23FY,True,Order Received,,,
BRU00009027,Toothbrush 4000,2022-12-19 10:07:31.807879200,31,3,EH481QG,BD177LS,True,Order Confirmed,2022-12-19 11:24:46.443285600,,
