order_number,toothbrush_type,order_date,customer_age,order_quantity,delivery_postcode,billing_postcode,is_first,dispatch_status,dispatch_date,delivery_status,delivery_date
BRU00001165,Toothbrush 4000,2022-08-19 14:21:12.831372400,24,8,CV211AT,BA134HX,True,Dispatched,2022-08-19 21:10:58.063386400,Delivered,2022-08-20 22:41:30.128208400
BRU00002663,Toothbrush 4000,2021-06-01 19:41:29.554508000,24,1,BA120PG,IP139RR,True,Dispatched,2021-06-02 03:11:59.975962400,Delivered,2021-06-03 03:33:45.196293200
BRU00006990,Toothbrush 2000,2021-05-11 19:04:20.731409600,77,3,CB58LZ,HX28JH,True,Dispatched,2021-05-12 01:22:46.073462000,Delivered,2021-05-13 04:13:07.604290400
BRU00000089,Toothbrush 2000,2022-07-15 12:28:49.012061600,60,8,EN80XE,BD184LJ,True,Dispatched,2022-07-15 19:10:27.483960800,Delivered,2022-07-16 18:39:20.219732000
BRU00004252,Toothbrush 4000,2021-05-05 16:21:42.992442800,27,7,DE75EX,HD22QE,True,Dispatched,2021-05-05 22:19:15.485837600,Delivered,2021-05-07 00:28:49.994922800
BRU00005181,Toothbrush 4000,2021-05-22 03:47:38.156944000,17,5,B956DU,HA84PS,True,Dispatched,2021-05-22 10:54:23.170253200,Delivered,2021-05-23 09:55:22.945042000
BRU00000140,Toothbrush 2000,2021-11-27 08:41:22.612336800,68,5,DE11DH,EX67QL,True,Dispatched,2021-11-27 14:42:28.895385600,Delivered,2021-11-28 14:13:28.105554000
BRU00007924,Toothbrush 2000,2022-12-06 05:44:19.507541600,85,8,CF831SS,B375RT,True,Dispatched,2022-12-06 12:50:43.499064800,Delivered,2022-12-07 23:13:12.309171200
BRU00004974,Toothbrush 2000,2021-11-12 13:35:07.384156800,68,3,CO124JY,BN24JU,True,Dispatched,2021-11-12 20:45:21.030372000,Delivered,2021-11-14 08:22:23.352265200
BRU00001133,Toothbrush 2000,2021-06-17 16:36:28.404378800,85,9,BB103NY,IP139PH,True,Dispatched,2021-06-18 00:20:02.167041200,Delivered,2021-06-19 09:01:59.581942400
BRU00004899,Toothbrush 4000,2021-10-01 07:36:21.916110800,28,9,BH316DP,CF244EG,True,Dispatched,2021-10-01 14:34:56.068869200,Delivered,2021-10-02 14:17:58.816566800
BRU00002197,Toothbrush 2000,2021-07-29 21:06:09.622579600,59,7,BS395AE,G36PR,True,Dispatched,2021-07-30 03:48:26.090552800,Delivered,2021-07-31 13:38:56.119768000
BRU00004330,Toothbrush 2000,2021-05-24 04:35:50.798136800,55,2,AL72PD,DE564JB,True,Dispatched,2021-05-24 11:20:06.400503200,Delivered,2021-05-25 12:09:50.989193600
BRU00001042,Toothbrush 2000,2022-12-02 12:32:34.374186000,91,6,HU179UN,BD80LB,True,Dispatched,2022-12-02 19:17:39.046057200,Delivered,2022-12-03 20:07:11.286970800
BRU00007441,Toothbrush 4000,2021-07-26 06:18:26.553728800,16,7,DN93AW,CM203ES,True,Dispatched,2021-07-26 13:08:17.636999200,Delivered,2021-07-27 18:21:00.351568000
BRU00000243,Toothbrush 2000,2021-02-22 10:44:52.399050000,82,2,BD231UA,G209BT,True,Dispatched,2021-02-22 18:40:49.785506400,Delivered,2021-02-23 22:56:09.229048800
BRU00002237,Toothbrush 4000,2022-07-18 05:26:57.081224000,23,4,EH113JP,GL193JG,True,Dispatched,2022-07-18 12:23:12.832202000,Delivered,2022-07-19 16:14:59.142724400
BRU00005170,Toothbrush 2000,2021-11-03 18:28:05.120864000,67,6,BL23BX,BS65EP,True,Dispatched,2021-11-04 01:29:36.299187200,Delivered,2021-11-05 03:54:54.581777600
BRU00000531,Toothbrush 2000,2022-01-13 16:12:21.540438800,74,1,BS284DB,EH483BT,True,Dispatched,2022-01-13 23:11:33.565456400,Delivered,2022-01-15 01:44:01.711698800
BRU00003523,Toothbrush 4000,2021-02-08 02:42:06.465719999,34,3,B289LS,CM96EU,True,Dispatched,2021-02-08 09:25:25.511672399,Delivered,2021-02-09 07:00:40.134813599
BRU00007515,Toothbrush 2000,2021-11-01 19:18:11.326918000,84,2,E130BP,DN312SU,True,Dispatched,2021-11-02 02:02:52.538856400,Delivered,2021-11-02 23:31:06.173533600
BRU00000069,Toothbrush 4000,2022-10-02 00:57:07.634258800,37,9,GL25AY,BB101RP,True,Dispatched,2022-10-02 06:49:35.433211600,Delivered,2022-10-03 13:29:24.524975200
BRU00006758,Toothbrush 2000,2021-03-25 01:29:09.160152800,81,9,BD212QA,CF819AD,True,Dispatched,2021-03-25 07:20:22.854131600,Delivered,2021-03-26 16:12:47.094347600
BRU00001391,Toothbrush 4000,2022-10-26 04:45:50.997297600,35,5,FY41LS,DH15XE,True,Dispatched,2022-10-26 11:55:27.523113600,Delivered,2022-10-27 12:45:35.188606800
BRU00007966,Toothbrush 4000,2021-08-31 08:19:37.092994400,29,4,BR34EZ,FK30LD,True,Dispatched,2021-08-31 14:58:48.898496000,Delivered,2021-09-01 21:13:10.052472800
BRU00000768,Toothbrush 4000,2021-03-08 23:57:46.015806800,27,8,CB87QB,DE61RJ,True,Dispatched,2021-03-09 06:24:12.157086800,Delivered,2021-03-10 12:04:34.687976000
BRU00001496,Toothbrush 2000,2022-06-29 12:45:21.280599200,77,5,EX52EG,EX149PJ,True,Dispatched,2022-06-29 20:09:49.263813200,Delivered,2022-07-01 02:53:26.778964400
BRU00002275,Toothbrush 4000,2021-10-04 12:59:09.141924800,28,3,DH90EY,CV59AF,True,Dispatched,2021-10-04 19:13:29.093120000,Delivered,2021-10-05 20:39:57.107721200
BRU00000202,Toothbrush 4000,2022-07-18 09:27:58.892279200,14,8,CR36LS,DN200LZ,True,Dispatched,2022-07-18 16:00:57.960404800,Delivered,2022-07-19 15:36:21.508993600
BRU00007625,Toothbrush 2000,2021-01-24 23:02:27.299910000,64,3,G131HQ,AB338TQ,True,Dispatched,2021-01-25 05:27:55.647974400,Delivered,2021-01-26 06:01:46.866517200
BRU00000381,Toothbrush 4000,2021-02-22 05:46:48.110566800,28,8,EH299AJ,DA118DS,True,Dispatched,2021-02-22 11:32:29.949590400,Delivered,2021-02-23 13:45:03.000524400
BRU00001868,Toothbrush 2000,2021-02-05 17:48:35.140148000,73,3,CT140JP,G117AL,True,Dispatched,2021-02-06 00:34:14.182853600,Delivered,2021-02-07 04:55:07.169733200
BRU00000008,Toothbrush 2000,2022-09-21 11:09:42.383373200,68,4,DN158QF,BS228JR,True,Dispatched,2022-09-21 19:41:07.990278799,Delivered,2022-09-23 01:16:11.592768799
BRU00008380,Toothbrush 2000,2021-11-14 23:00:49.096163600,83,2,BN147TN,EX122QA,True,Dispatched,2021-11-15 06:28:18.543911600,Delivered,2021-11-16 10:58:57.758258000
BRU00000921,Toothbrush 2000,2022-11-22 10:08:17.126201200,78,7,B711HT,B713PS,True,Dispatched,2022-11-22 17:22:56.070766000,Delivered,2022-11-23 17:01:21.053299600
BRU00001468,Toothbrush 2000,2021-02-26 06:30:59.976324000,73,9,DY84YQ,HP190GH,True,Dispatched,2021-02-26 12:43:25.097005200,Delivered,2021-02-27 07:55:01.325874000
BRU00002920,Toothbrush 4000,2022-07-31 05:06:22.777975600,17,6,DH50GT,BA227PF,True,Dispatched,2022-07-31 11:46:22.162528000,Delivered,2022-08-01 11:34:24.223628800
BRU00007727,Toothbrush 4000,2022-11-04 15:51:53.882351200,26,9,EX311PA,G38LH,True,Dispatched,2022-11-04 22:44:00.306376000,Delivered,2022-11-05 18:08:19.870547200
BRU00001965,Toothbrush 4000,2022-05-03 23:23:13.398344400,32,8,DG113NL,BD14SX,True,Dispatched,2022-05-04 05:44:12.739483200,Delivered,2022-05-05 01:05:04.932904800
BRU00002618,Toothbrush 4000,2021-09-20 10:18:55.595998800,25,5,DN162PG,HU46LB,True,Dispatched,2021-09-20 17:31:10.175307600,Delivered,2021-09-21 19:02:40.506918000
BRU00007127,Toothbrush 2000,2021-04-03 03:49:36.304471600,53,5,IG87ND,HG32JE,True,Dispatched,2021-04-03 09:57:03.092519200,Delivered,2021-04-04 18:10:42.875670400
BRU00004363,Toothbrush 2000,2021-10-20 03:07:42.712903600,64,1,DE236HH,DG13NU,True,Dispatched,2021-10-20 10:16:02.896647999,Delivered,2021-10-21 11:35:19.789307199
BRU00004339,Toothbrush 4000,2021-02-03 08:09:54.323617600,17,3,CV312BG,DL94QQ,True,Dispatched,2021-02-03 15:11:22.830863200,Delivered,2021-02-04 19:05:45.865690000
BRU00002845,Toothbrush 2000,2022-06-22 16:30:25.005235999,76,3,G744BP,CH38JL,True,Dispatched,2022-06-22 23:31:50.611615999,Delivered,2022-06-23 20:49:49.150397599
BRU00004036,Toothbrush 2000,2021-12-07 07:16:09.609816800,68,9,CB61QZ,BA128PD,True,Dispatched,2021-12-07 14:43:59.771093600,Delivered,2021-12-08 14:05:45.541490000
BRU00003254,Toothbrush 4000,2022-05-16 07:16:18.907241600,4,4,CH627ED,CA101UF,True,Dispatched,2022-05-16 14:21:07.863819200,Delivered,2022-05-17 15:33:34.815201200
BRU00001979,Toothbrush 2000,2022-07-18 11:34:06.426451200,73,8,HP79PU,BS138RW,True,Dispatched,2022-07-18 19:10:43.195904400,Delivered,2022-07-20 01:42:43.981477200
BRU00006534,Toothbrush 4000,2022-01-13 12:28:07.805702800,27,7,FY41DQ,DE222NT,True,Dispatched,2022-01-13 19:31:16.843114000,Delivered,2022-01-14 16:02:45.261504400
BRU00007178,Toothbrush 4000,2022-01-02 04:10:12.646078000,37,5,G650PA,GL509ZP,True,Dispatched,2022-01-02 10:29:41.172788800,Delivered,2022-01-03 11:20:33.257792800
BRU00001819,Toothbrush 2000,2022-02-27 18:41:10.842015600,74,6,GU222TT,BL21JY,True,Dispatched,2022-02-28 02:28:53.613729600,Delivered,2022-03-01 01:54:36.766311600
BRU00007731,Toothbrush 4000,2021-08-06 23:26:32.878354800,22,3,AB210GW,BH241AJ,True,Dispatched,2021-08-07 06:36:42.561416400,Delivered,2021-08-08 09:21:07.290013200
BRU00006045,Toothbrush 2000,2022-04-21 17:30:52.614734800,65,8,G432NB,E62EW,True,Dispatched,2022-04-22 00:43:02.479728400,Delivered,2022-04-22 20:56:59.709005200
BRU00003261,Toothbrush 4000,2022-03-01 02:26:38.862270800,9,3,BN17HP,DL170SZ,True,Dispatched,2022-03-01 09:14:18.947142800,Delivered,2022-03-02 06:37:05.127144800
BRU00004454,Toothbrush 2000,2021-02-25 07:54:23.627311600,77,9,CV472UX,FK14QE,True,Dispatched,2021-02-25 14:23:52.562623600,Delivered,2021-02-26 16:19:42.468694000
BRU00000957,Toothbrush 2000,2021-06-12 18:35:05.297075200,70,6,BN207LX,HP219EE,True,Dispatched,2021-06-13 01:40:52.773708400,Delivered,2021-06-13 21:31:43.214048800
BRU00001304,Toothbrush 2000,2021-09-30 16:39:38.820865200,69,6,BL64DE,CM158RN,True,Dispatched,2021-10-01 00:07:21.261625200,Delivered,2021-10-01 21:03:10.727638800
BRU00001723,Toothbrush 4000,2022-11-24 16:25:04.856772800,38,3,EX47ET,B262JE,True,Dispatched,2022-11-24 23:12:35.688813200,Delivered,2022-11-26 00:12:36.818464400
BRU00001123,Toothbrush 2000,2022-11-04 03:10:10.005969200,58,8,EH429AU,EN118JQ,True,Dispatched,2022-11-04 10:34:14.197892000,Delivered,2022-11-05 02:48:59.047846400
BRU00003590,Toothbrush 4000,2021-02-07 19:44:08.867356000,49,8,CM32EA,BH256QQ,True,Dispatched,2021-02-08 02:15:04.044217600,Delivered,2021-02-09 06:55:20.386087600
BRU00004500,Toothbrush 4000,2021-02-25 05:33:02.542612800,37,3,EH111PS,CB225EF,True,Dispatched,2021-02-25 12:25:09.338136000,Delivered,2021-02-26 13:00:18.950854799
BRU00005509,Toothbrush 2000,2021-11-07 04:05:37.620988000,62,3,DT49LP,DG27LH,True,Dispatched,2021-11-07 10:41:09.298463200,Delivered,2021-11-08 10:31:17.066164000
BRU00006226,Toothbrush 2000,2022-12-12 23:00:31.584626000,61,7,IP15BZ,GL71EY,True,Dispatched,2022-12-13 05:52:28.728642800,Delivered,2022-12-14 11:16:56.278625600
BRU00001182,Toothbrush 2000,2021-05-08 22:09:10.517034000,82,3,CV107DR,CT54BZ,True,Dispatched,2021-05-09 06:01:45.790378800,Delivered,2021-05-10 10:35:58.783154400
BRU00006459,Toothbrush 2000,2021-07-18 23:08:12.974226800,101,2,EX54PZ,BH89UY,True,Dispatched,2021-07-19 06:47:56.908508000,Delivered,2021-07-20 10:23:53.911263200
BRU00004853,Toothbrush 2000,2022-09-28 16:00:49.264707200,86,5,DN228PG,G49HH,True,Dispatched,2022-09-28 23:09:37.985050400,Delivered,2022-09-30 05:45:47.903554400
BRU00003766,Toothbrush 4000,2022-03-31 23:43:45.341203200,35,3,BS231EW,IM41BF,True,Dispatched,2022-04-01 07:55:38.612554800,Delivered,2022-04-02 06:33:56.050633200
BRU00006362,Toothbrush 4000,2021-04-27 08:47:28.021000000,21,8,CT147AN,CO19TL,True,Dispatched,2021-04-27 15:58:49.536132400,Delivered,2021-04-28 17:17:54.464530000
BRU00008277,Toothbrush 4000,2021-09-22 23:08:47.288500800,11,5,HU67TR,GU11RS,True,Dispatched,2021-09-23 06:00:42.686798400,Delivered,2021-09-24 05:43:23.246875200
BRU00006610,Toothbrush 4000,2021-08-20 15:33:00.028468800,14,8,G758ST,CH459NF,True,Dispatched,2021-08-20 22:33:02.242051200,Delivered,2021-08-21 23:21:02.250986400
BRU00007786,Toothbrush 2000,2022-05-17 05:56:28.657397200,78,5,AL11BH,BN238DL,True,Dispatched,2022-05-17 13:02:03.956292400,Delivered,2022-05-18 11:04:50.002022800
BRU00008355,Toothbrush 2000,2022-06-17 13:29:17.130454400,60,3,CB234WB,DN185EA,True,Dispatched,2022-06-17 19:50:24.109911200,Delivered,2022-06-19 07:08:17.421240800
BRU00004408,Toothbrush 2000,2021-06-30 01:57:34.052970400,60,6,B629NW,HR97SX,True,Dispatched,2021-06-30 09:13:24.674773600,Delivered,2021-07-01 12:53:44.931377200
BRU00002112,Toothbrush 2000,2022-05-18 05:28:06.298846800,82,6,CB58SB,GL115RF,True,Dispatched,2022-05-18 13:24:31.949616000,Delivered,2022-05-20 01:45:54.020902800
BRU00006071,Toothbrush 4000,2022-02-06 23:03:27.526518800,25,8,CH464UA,CR41JQ,True,Dispatched,2022-02-07 05:35:47.326452800,Delivered,2022-02-08 12:43:45.124994000
BRU00004255,Toothbrush 2000,2021-01-23 22:53:19.876985200,83,8,GU90LD,EX388JS,True,Dispatched,2021-01-24 06:14:16.818187600,Delivered,2021-01-25 05:43:05.860531600
BRU00008274,Toothbrush 4000,2022-09-13 16:04:16.409576000,36,4,CA174EU,HX78HX,True,Dispatched,2022-09-13 22:53:09.591238400,Delivered,2022-09-14 23:39:27.204081200
BRU00006571,Toothbrush 4000,2022-03-08 00:54:52.912123600,15,3,G445UH,G414EB,True,Dispatched,2022-03-08 06:50:10.357825600,Delivered,2022-03-09 09:02:43.183936000
BRU00002496,Toothbrush 2000,2022-01-27 06:23:06.203580400,80,5,GL25FN,G59QG,True,Dispatched,2022-01-27 13:48:02.983608400,Delivered,2022-01-28 11:02:44.603225200
BRU00007281,Toothbrush 4000,2022-09-13 22:47:54.196117600,34,7,BA28AJ,CF447ER,True,Dispatched,2022-09-14 05:29:07.895462800,Delivered,2022-09-15 03:39:39.720493600
BRU00007753,Toothbrush 4000,2022-11-09 14:19:13.440045200,17,2,CF242AS,DN33UD,True,Dispatched,2022-11-09 20:58:53.149366400,Delivered,2022-11-10 23:53:55.949447600
BRU00004629,Toothbrush 4000,2021-02-10 00:03:35.735115200,25,4,B798LT,DE44AP,True,Dispatched,2021-02-10 06:45:32.574934400,Delivered,2021-02-11 03:30:38.522332400
BRU00003680,Toothbrush 2000,2021-09-10 12:58:38.553220800,79,3,B360AG,AB314EG,True,Dispatched,2021-09-10 20:11:24.135016800,Delivered,2021-09-12 01:05:07.018633200
BRU00001276,Toothbrush 4000,2022-01-23 22:18:59.659927200,19,5,CM194NG,DL11RY,True,Dispatched,2022-01-24 05:27:13.697650800,Delivered,2022-01-25 07:30:42.612994800
BRU00001939,Toothbrush 2000,2021-04-11 14:08:07.370896400,70,4,DT66RX,HA53UD,True,Dispatched,2021-04-11 21:24:56.555199199,Delivered,2021-04-12 20:04:27.536475199
BRU00005176,Toothbrush 2000,2022-09-30 04:11:17.066482800,76,6,BA115DS,CO77AU,True,Dispatched,2022-09-30 10:52:25.919918400,Delivered,2022-10-01 14:55:35.081875200
BRU00000760,Toothbrush 4000,2022-04-10 07:18:56.540607600,27,6,B295BE,GL71QH,True,Dispatched,2022-04-10 14:35:11.940076800,Delivered,2022-04-11 10:16:46.243158000
BRU00004769,Toothbrush 4000,2022-02-04 10:58:13.849573600,8,7,BL33RP,EX24EU,True,Dispatched,2022-02-04 18:55:37.104850000,Delivered,2022-02-05 21:01:09.024716800
BRU00006937,Toothbrush 2000,2022-11-09 14:55:30.240134800,76,2,BA127LQ,DD83NA,True,Dispatched,2022-11-09 21:51:09.913000000,Delivered,2022-11-11 04:03:20.071782400
BRU00004795,Toothbrush 4000,2021-11-13 17:13:13.777023600,45,1,DY51UQ,CW56LL,True,Dispatched,2021-11-14 00:08:45.613369200,Delivered,2021-11-14 23:46:33.535990800
BRU00004431,Toothbrush 2000,2022-11-28 23:48:01.846608800,77,6,CT92UN,GL504EE,True,Dispatched,2022-11-29 06:45:38.315296400,Delivered,2022-11-30 17:02:08.728846399
BRU00001931,Toothbrush 2000,2022-08-01 19:09:37.628214800,85,8,B938LP,HD13RX,True,Dispatched,2022-08-02 02:46:02.712086000,Delivered,2022-08-03 09:11:44.279591600
BRU00007801,Toothbrush 4000,2022-12-11 04:54:06.774573600,10,8,BD59DN,CO78EH,True,Dispatched,2022-12-11 11:57:50.750528400,Delivered,2022-12-12 21:59:23.642142000
BRU00000451,Toothbrush 2000,2021-01-07 20:49:57.544617200,81,6,DT96NN,G840QS,True,Dispatched,2021-01-08 03:52:11.108627599,Delivered,2021-01-09 12:02:25.787297599
BRU00006458,Toothbrush 2000,2021-02-11 12:46:32.008963200,93,3,B47AT,HP178EA,True,Dispatched,2021-02-11 19:50:29.524039200,Delivered,2021-02-13 00:51:48.392137200
BRU00008201,Toothbrush 2000,2021-01-21 18:34:49.836281600,75,8,DG97QQ,BA69AS,True,Dispatched,2021-01-22 01:46:31.412302400,Delivered,2021-01-23 05:57:16.992134000
BRU00000114,Toothbrush 4000,2021-12-11 23:20:46.083949600,34,9,DD24JQ,G429PR,True,Dispatched,2021-12-12 06:12:21.434394400,Delivered,2021-12-13 11:44:10.137193600
BRU00004028,Toothbrush 4000,2021-10-11 23:18:37.717161600,14,2,CM63UN,BH93QL,True,Dispatched,2021-10-12 06:21:43.970012400,Delivered,2021-10-13 06:15:58.427162400
BRU00005037,Toothbrush 2000,2022-10-26 16:28:45.666195200,72,7,G663DQ,HU51LN,True,Dispatched,2022-10-27 00:04:39.874777999,Delivered,2022-10-27 17:01:20.787984799
